school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,latitude_longitude,lat,lon
MERIDIAN SECONDARY SCHOOL,http://www.meridiansec.moe.edu.sg,31   PASIR RIS STREET 51,518901,65831387,na,65836467,na,meridian_sec@moe.edu.sg,PASIR RIS MRT,"39, 53, 81, 89, 109, 359, 403, 518",MDM TAN HWEE TSIAN HILDA,MR MOHD AZMAN B MOHD SIDEK,MRS ROSE CHEN,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Meridian Secondary School, 31, Pasir Ris Street 51, Pasir Ris, Northeast, 518901, Singapore",1.36757525,103.9489426571053
METHODIST GIRLS' SCHOOL (PRIMARY),http://www.mgs.sch.edu.sg,11   Blackmore Drive,599986,64694800,na,64624166,na,mgps@moe.edu.sg,King Albert Park MRT,"66, 67, 74, 77, 151, 154, 157, 170, 171, 174, 852, 961, 970",NG WUN HAR GRACE,MISS LIM JING WEN KAREN,MISS HANNAH CHIA CUI'E,,,,,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Methodist Girls' School, 11, Blackmore Drive, Bukit Timah, Northwest, 599986, Singapore",1.3328403500000001,103.78357653245811
METHODIST GIRLS' SCHOOL (SECONDARY),http://www.mgs.moe.edu.sg,11   BLACKMORE DRIVE,599986,64694800,na,64698717,na,MGSS@MOE.EDU.SG,KING ALBERT PARK MRT,"66, 67, 74, 77, 151, 154, 157, 170, 174, 852, 961, 970",MISS NG WUN HAR GRACE,MDM WEE KHENG LIN CORINNE,MDM TAN P'ENG DIANA,,,,,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Chinese,Malay,Tamil,"Methodist Girls' School, 11, Blackmore Drive, Bukit Timah, Northwest, 599986, Singapore",1.3328403500000001,103.78357653245811
MILLENNIA INSTITUTE,http://www.millenniainstitute.moe.edu.sg,60   Bukit Batok West Avenue 8,658965,63023700,na,63023767,na,millennia_inst@moe.edu.sg,Bukit Batok (NS 2),"157, 174, 174e, 178, 506, 991, 941, 160M",MRS TAN WAN YU,MR CHIA GUO HAO,MR LIN GUOJING,,,,,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,CENTRALISED INSTITUTE,No,No,No,No,Chinese,Malay,Tamil,"Millennia Institute, 60, Bukit Batok West Avenue 8, Bukit Batok, Southwest, 658965, Singapore",1.3510437,103.74115973524918
MONTFORT JUNIOR SCHOOL,http://www.montfortjunior.moe.edu.sg/,52   HOUGANG AVENUE 8,538786,65101588,na,65101599,na,MONTFORT_JS@MOE.EDU.SG,Hougang MRT & Bus Interchange,"74,88,101,147,161,",MR WONG KENG YUIN WILBUR,MDM POH LEE SIEW,MR TAN WEE BOON,,,,,HOUGANG,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Montfort Junior School, 52, Hougang Avenue 8, Hougang, Northeast, 538786, Singapore",1.3746523499999999,103.88953676594389
MONTFORT SECONDARY SCHOOL,https://montfortsec.moe.edu.sg/,50   HOUGANG AVENUE 8,538785,65107070,na,63862804,na,contact@montfortsec.edu.sg,HOUGANG MRT,"74, 74e, 88, 88A, 101, 147, 147A, 161",MR LIM HOCK SEONG KELVIN,MR LEE THUAN SIM,MDM CHING LEE HOE,,,,,HOUGANG,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Monfort Secondary School, 50, Hougang Avenue 8, Hougang, Northeast, 538785, Singapore",1.3738332500000001,103.88879516794466
NAN CHIAU HIGH SCHOOL,http://www.nchs.edu.sg,20   ANCHORVALE LINK,545079,64897971,na,64897970,na,nchs@moe.edu.sg,"SENGKANG MRT, RENJONG LRT, TONGKANG LRT","43, 83, 85, 109, 156, 159, 161, 163, 372",MISS SIAU FONG FUI,MDM CHOW NYET YOON,,,,,,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,Yes,No,No,No,Chinese,na,na,"Nan Chiau High School, 20, Anchorvale Link, Seng Kang, Northeast, 545079, Singapore",1.3894693,103.89008329140609
NAN CHIAU PRIMARY SCHOOL,http://www.ncps.moe.edu.sg,50   ANCHORVALE LINK,545080,64897905,na,64897906,na,NCPS@MOE.EDU.SG,Sengkang Station,"156, 159, 161, 371, 372",MRS ONG LOH JIA MIIN,MDM LIM SHEUE TYUG,MR JACKSON KEK,,,,,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Nan Chiau Primary School, 50, Anchorvale Link, Seng Kang, Northeast, 545080, Singapore",1.3920267499999999,103.89104244775346
NAN HUA HIGH SCHOOL,http://www.nanhuahigh.moe.edu.sg,41   CLEMENTI AVENUE 1,129956,67788303,na,67751956,na,nhhs@moe.edu.sg,CLEMENTI MRT,"14, 33, 52, 78, 96, 97, 105, 106, 147, 151, 154, 165, 166, 183, 185, 188, 189, 196, 197, 198, 282, 285, 963",MRS TAN JONG LEK,MDM TAN MOK JEE,MR KONG KOK HENG MELVIN,,,,,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,Yes,Yes,No,No,Chinese,na,na,"Nan Hua High School, 41, Clementi Avenue 1, Clementi, Southwest, 129956, Singapore",1.3083036,103.76909696778512
NAN HUA PRIMARY SCHOOL,http://www.nanhuapri.moe.edu.sg,30   Jalan Lempeng,128806,67788050,na,67784127,na,nhps@moe.edu.sg,Clementi MRT Station,"30, 51, 143, 175, 201, 533, 655, 727, 762",MDM CHIA HUI KHIM,MDM JOSEPHINE NG,MISS TAN PEIRU,,,,,CLEMENTI,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,Yes,No,Chinese,na,na,"30, Jalan Lempeng, Clementi, Southwest, 128806, Singapore",1.319504,103.76183412747466
NANYANG GIRLS' HIGH SCHOOL,https://www.nygh.edu.sg,2    LINDEN DRIVE,288683,64663275,na,64667564,na,nanyanggirls@nygh.edu.sg,"SIXTH AVENUE MRT, TAN KAH KEE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961",MS NG CHUEN- YIN,DR LIU SHIUEH LING,MISS SEET YING LING BRITTA,MS NG MIEN MIEN AGNES,,,,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,Yes,No,Yes,Yes,Chinese,na,na,"Nanyang Girls' High School, 2, Linden Drive, Bukit Timah, Northwest, 288683, Singapore",1.3305083500000001,103.8023239692522
NANYANG JUNIOR COLLEGE,http://www.nanyangjc.moe.edu.sg/,128  SERANGOON AVENUE 3,556111,62842281,na,62855147,na,nyjc@moe.edu.sg,2-minute walk from the Lorong Chuan MRT Station (Circle Line),"22, 24, 53, 73, 133, 105, 135, 136, 156, 853",MR LOW CHUN MENG,MISS WU XINPING JENNIFER,MR KOH CHEE HUI,,,,,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,na,na,na,"Nanyang Junior College, 128, Serangoon Avenue 3, Serangoon, Southeast, 556111, Singapore",1.3513392999999998,103.86657490591355
NANYANG PRIMARY SCHOOL,http://www.nyps.moe.edu.sg,52   KING'S ROAD,268097,64672677,na,64686913,na,NYPS@MOE.EDU.SG,Farrer Rd MRT Station,"66, 67, 74, 93, 151, 153, 154, 156, 157, 165, 170, 171, 174, 186, 852, 855, 961",MDM LER JIA LUEN,MDM NG BOON IN,MR CHAN CHEONG CHEONG,,,,,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,Chinese,na,na,"Nanyang Primary School, 52, King's Road, Bukit Timah, Northwest, 268097, Singapore",1.3208318499999998,103.80821659496904
NATIONAL JUNIOR COLLEGE,http://www.nationaljc.moe.edu.sg,37   HILLCREST ROAD,288913,64661144,na,64684535,na,NJC@MOE.EDU.SG,"BOTANIC GARDENS MRT, TAN KAH KEE MRT, SIXTH AVENUE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961, 972",MR ANG POW CHEW,MR HARMAN AUGUSTUS JOHLL,MDM TAN PHUAY BOON,,,,,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,"National Junior College, 37, Hillcrest Road, Bukit Timah, Northwest, 288913, Singapore",1.330727,103.80441667162106
NAVAL BASE PRIMARY SCHOOL,http://www.navalbasepri.moe.edu.sg/,7    YISHUN AVE 4,769028,67537114,na,67555355,na,NBPS@MOE.EDU.SG,Yishun MRT Station,Feeder bus No. 811 from Yishun Interchange.,MRS SITA SINGH,MR MUHAMMAD FAISAL B PAIRIN,MDM LIM WAI CHOO,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Naval Base Primary School, 7, Yishun Avenue 4, Yishun, Northwest, 769028, Singapore",1.4165306000000002,103.83846101951393
NAVAL BASE SECONDARY SCHOOL,http://www.navalbasesec.moe.edu.sg,901  YISHUN RING ROAD,768689,62571996,na,67557706,na,NBSS@MOE.EDU.SG,KHATIB MRT,"39, 85, 117, 670, 807, 811, 812, 851, 852, 853, 854, 855, 857, 858, 965, 969",MR SULAIMAN B MOHAMAD YUSOF,MR LIM SEOW KUAN,MR LYE GUO RONG LIONEL,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Naval Base Secondary School, 901, Yishun Ring Road, Yishun, Northwest, 768689, Singapore",1.419211,103.83099497032207
NEW TOWN PRIMARY SCHOOL,http://www.newtownpri.moe.edu.sg/,300  Tanglin Halt Road,148812,64748805,na,64741249,na,NTPS@MOE.EDU.SG,Commonwealth MRT Station,"SBS Numbers 32, 100, 105, 111, 145, 147, 195, 196, 198, 855",MRS TAN-NG WIE PIN,MR ONG SZE CHONG BRYAN,MRS CHAN-CHIN WEY LING LYNNE,,,,,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"New Town Primary School, 300, Tanglin Halt Road, Queenstown, Central, 148812, Singapore",1.29972515,103.80008513099864
NEW TOWN SECONDARY SCHOOL,http://www.newtownsec.moe.edu.sg,1020 DOVER ROAD,139657,67754140,na,67752310,na,ntss@moe.edu.sg,"DOVER MRT, CLEMENTI MRT","33, 96, 96A, 151, 196, 183",MDM TAN SIEW HONG (MRS SNG),MR CHAN KOK TUNG TOM,MR LEONARD TAN SOON TECK,,,,,QUEENSTOWN,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"New Town Secondary School, 1020, Dover Road, Queenstown, Southwest, 139657, Singapore",1.30988355,103.77360136689545
NGEE ANN PRIMARY SCHOOL,http://www.ngeeannpri.moe.edu.sg,344  MARINE TERRACE,449149,64418677,na,64417411,na,NAPS@MOE.EDU.SG,Nil,"13, 16, 16M, 31,36, 43, 47, 48, 55, 135, 196, 196E, 197, 853M (at Marine Parade road) 13, 16, 16M, 196 and 196E(at Marine Terrace)",MDM PANG SIU SAN,MISS LIAW SHAOJUN,,,,,,MARINE PARADE,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Ngee Ann Primary School, 344, Marine Terrace, Marine Parade, Southeast, 449149, Singapore",1.30554595,103.91795247595277
NGEE ANN SECONDARY SCHOOL,http://www.ngeeannsec.moe.edu.sg,1    TAMPINES STREET 32,529283,67844583,na,67840453,na,nass@moe.edu.sg,"TAMPINES MRT, SIMEI MRT, TAMPINES EAST MRT","3, 4, 8, 9, 12, 17, 18, 19, 21, 28, 29, 34, 37, 38, 39, 59, 81, 291, 293, 518, 552",MR TEO KOK HONG,MDM TAN LAY GIN,MR TAN YIT KEE,,,,,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"Ngee Ann Secondary School, 1, Tampines Street 32, Tampines, Northeast, 529283, Singapore",1.3543069,103.95665280780372
NORTH SPRING PRIMARY SCHOOL,http://www.northspringpri.moe.edu.sg,1    RIVERVALE STREET,545088,68816887,63888764,63851044,na,nsps@moe.edu.sg,NEL - Sengkang Station LRT - Bakau Station,"SBS Transit Services 82, 85, 86, 88, 119, 136, 163, 372",MDM PHAN SWEE LIN SHERIN JACINTA,MR JASBIR SINGH,,,,,,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"North Spring Primary School, 1, Rivervale Street, Seng Kang, Northeast, 545088, Singapore",1.3876014,103.9037892237047
NORTH VIEW PRIMARY SCHOOL,http://www.northviewpri.moe.edu.sg,210  YISHUN AVENUE 6,768960,67593235,na,67593237,na,NVPS@MOE.EDU.SG,Yishun Khatib,"Feeder Service 804, 806, 807, 860",MDM WONG MEI FOONG,MDM UE TAY SZE YIN,MR RAJINDER SINGH S/O PIARA SINGH,MR HANIFF A T,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"North View Primary School, 210, Yishun Avenue 6, Yishun, Northwest, 545088, Singapore",1.42773465,103.8486565717647
NORTH VISTA PRIMARY SCHOOL,http://www.northvistapri.moe.edu.sg,20   Compassvale Link,544974,64843566,na,64843568,na,nvtps@moe.edu.sg,"Buangkok MRT (NE15), Ranggung LRT (SE5)",na,MR ONG LYE WHATT,MR WEE HOCK MENG VICTOR,MR AMRAN B TASRIF,,,,,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,"North Vista Primary School, 20, Compassvale Link, Seng Kang, Northeast, 544974, Singapore",1.3828947999999999,103.89597706955436
NORTH VISTA SECONDARY SCHOOL,http://www.northvistasec.moe.edu.sg,11   RIVERVALE LINK,545081,68793930,na,68793931,na,northvistass@moe.edu.sg,"SENGKANG MRT, BUANGKOK MRT, RANGGUNG LRT","80, 82, 87, 88, 89, 119",MR YAP THIAM CHUAN,MR MOHAMED NASIM S/O ABDUL RAHIM,,,,,,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"North Vista Secondary School, 11, Rivervale Link, Seng Kang, Northeast, 545081, Singapore",1.3816673000000002,103.89878616016483
NORTHBROOKS SECONDARY SCHOOL,http://www.northbrookssec.moe.edu.sg,585  YISHUN RING ROAD,768692,67524311,na,67566110,na,NORTHBROOKS@MOE.EDU.SG,"YISHUN MRT, KHATIB MRT","804, 806, 807, 860, 103",MR CHAN CHOON LOONG,MR ADAM BIN AHMAD,MISS POH SHI HUI,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Northbrooks Secondary School, 585, Yishun Ring Road, Yishun, Northwest, 768692, Singapore",1.4212669,103.8447792
NORTHLAND PRIMARY SCHOOL,http://www.northlandpri.moe.edu.sg,15   YISHUN AVENUE 4,769026,67598884,na,67559196,na,NORTHLAND_PS@MOE.EDU.SG,Yishun MRT Station,812 (next to bus service number 171) at Yishun Interchange,MR JAY WESTLY MAHARDALE,MDM NEO AIK SEO,,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Northland Primary School, 15, Yishun Avenue 4, Yishun, Northwest, 769026, Singapore",1.4212034,103.84058396984423
NORTHLAND SECONDARY SCHOOL,http://www.northlandsec.moe.edu.sg,3    YISHUN STREET 22,768578,62576781,na,62573634,na,NORTHLAND_SS@MOE.EDU.SG,YISHUN MRT,"811, 804, 800",MDM TAN SIEW WOON,MS BIAN YU WEI,MR PETERSON JOSEPH STANLEY,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Northland Secondary School, 3, Yishun Street 22, Yishun, Northwest, 768578, Singapore",1.43571045,103.84071947342821
NORTHLIGHT SCHOOL,https://www.nls.edu.sg,151  Towner Road,327830,+65 69296290,na,+ 65 62912423,na,nls@moe.edu.sg,BOON KENG (NE9),"21, 125, 130, 139, 145, 13, 23, 31, 64, 65, 133, 147, 857, 985",MDM SUNG MEE HAR,MR RAJ KUMAR S/O V SIVALINGAM,,,,,,KALLANG,SOUTH,SPECIALISED SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Northlight School, 151, Towner Road, Kallang, Central, 327830, Singapore",1.3194591500000001,103.85561760931793
NORTHOAKS PRIMARY SCHOOL,http://www.northoakspri.moe.edu.sg,61   Sembawang Drive,757622,6753 8835,na,6753 8864,na,northoaks_ps@moe.edu.sg,Sembawang MRT,Bus number 962,"MR CHER TECK YIANG, LUKE MELVIN",MISS TAN YIT PENG,MDM HO JUN- LYNN,,,,,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Northoarks Primary School, 61, Sembawang Drive, Sembawang, Northwest, 757622, Singapore",1.45694685,103.81354104538616
NORTHSHORE PRIMARY SCHOOL,www.northshorepri.moe.edu.sg,30   Northshore Drive,828671,62026490,na,62026491,na,northhshore_ps@moe.edu.sg,Puggol Point LRT Station,"84, 384",MDM LEE YEN PING CHRISTINE,MDM GAN SER MIN,,,,,,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Northshore Primary School, 30, Northshore Drive, Punggol, Northeast, 828671, Singapore",1.4180937999999998,103.90466700674057
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,www.nushigh.edu.sg,20   Clementi Avenue 1,129957,65161709,na,67756910,na,einstein@highsch.nus.edu.sg,Nearest MRT Stations - Clementi and Dover,"96, 97, 151, 183, 188, 189, 196, 197, 198",MDM SOH LAI LENG MAGDALEN,MR GOH HOCK LEONG,MR CLIFTON KOH SIEW BOON,,,,,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,"Clementi Avenue 1, Clementi, Southwest, 121420, Singapore",1.3101798,103.768436
OASIS PRIMARY SCHOOL,http://www.oasispri.moe.edu.sg/,71   Edgefield Plains,828716,6320 9855,na,6320 9856,na,oasis_ps@moe.edu.sg,Damai LRT Station,"50, 386",MRS ONG-CHEW LU SEE,MDM NG YIN SZE JOSEPHINE,MDM CHUT SHI LIN,,,,,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Oasis Primary School, 71, Edgefield Plains, Punggol, Northeast, 828716, Singapore",1.40470205,103.91100795444132
OPERA ESTATE PRIMARY SCHOOL,http://www.operaestatepri.moe.edu.sg,48   FIDELIO STREET,458436,62410417,na,64493042,na,oeps@moe.edu.sg,"Bedok, Kembangan",42,MDM LOE LAI PINK,MDM ADILA ONG KIM LUAN,MR RAYMOND TAY KOON MING,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Opera Estate Primary School, 48, Fidelio Street, Bedok, Southeast, 458436, Singapore",1.3196642,103.92376598402687
ORCHID PARK SECONDARY SCHOOL,http://www.orchidparksec.moe.edu.sg,10   YISHUN STREET 81,768454,67598547,na,67588770,na,opss@moe.edu.sg,KHATIB MRT,811,MR SHAWAL BIN HUSSIN,MDM TEO MEI LIN YVONNE,"MR WONG TIEN CHIEH, GLENN",,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Orchid Park Secondary School, 10, Yishun Street 81, Yishun, Northwest, 768454, Singapore",1.4157749499999999,103.83810287861955
OUTRAM SECONDARY SCHOOL,http://www.outramsec.moe.edu.sg,3    YORK HILL,168622,67334077,na,62352337,na,OSS@MOE.EDU.SG,"OUTRAM PARK MRT, CHINATOWN MRT","174 , 123, 16, 175, 195, 33, 5, 63, 75, 851, 970, 123, 186, 51, 64",MR BOO HIAN KOK,MR LIM PANG CHUANG,MDM GUINIEVE YEO LI-LYN,,,,,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Outram Secondary School, 3, York Hill, Chinatown, Outram, Central, 168622, Singapore",1.28627625,103.83712669941735
PALM VIEW PRIMARY SCHOOL,http://www.palmviewpri.moe.edu.sg,150  Compassvale Bow,544822,65087300,na,68754150,na,palmview_ps@moe.edu.sg,Buangkok,"27,43,109,156,159,161,163,163M,550",MRS MING KUM,MR LOH BIN,,,,,,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,"Palm View Primary School, 150, Compassvale Bow, Seng Kang, Northeast, 544822, Singapore",1.38410015,103.89115435183996
PARK VIEW PRIMARY SCHOOL,http://www.parkviewpri.moe.edu.sg,60   PASIR RIS DRIVE 1,519524,65851421,na,65851401,na,PVPS@MOE.EDU.SG,Pasir Ris MRT Station,"358,39,53,81,89",MISS OH SEE MOEY,MDM HO FUI FONG,,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"ParkView Primary School, 60, Pasir Ris Drive 1, Pasir Ris, Northeast, 519524, Singapore",1.3776221999999998,103.93927848171822
PASIR RIS CREST SECONDARY SCHOOL,http://www.prcss.moe.edu.sg,11   PASIR RIS STREET 41,518934,65811655,na,65813226,na,prcss@moe.edu.sg,PASIR RIS MRT,"358, 17, 81, 12, 3",MRS KOH CAIYU,MR ADRIAN LEOW LIP BOON,MR ASHRAF HYDER YUSOFF MANIAM,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Pasir Ris Crest Secondary School, 11, Pasir Ris Street 41, Pasir Ris, Northeast, 518934, Singapore",1.37271,103.9597609909008
PASIR RIS PRIMARY SCHOOL,http://www.pasirrispri.moe.edu.sg,5    PASIR RIS STREET 21,518968,65822606,na,65828492,na,prps@moe.edu.sg,Pasir Ris MRT,"3,5,6,89",MR TAN KING MING,MDM THILAGAMANI D/O T SIVANANDAM,,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Pasir Ris Primary School, 5, Pasir Ris Street 21, Pasir Ris, Northeast, 518968, Singapore",1.37215285,103.96302630022184
PASIR RIS SECONDARY SCHOOL,http://pasirrissec.moe.edu.sg,390  TAMPINES STREET 21,529400,65010800,65010855,65010900,na,prss@moe.edu.sg,"TAMPINES MRT, TAMPINES EAST MRT,  TAMPINES WEST MRT","3, 4, 8, 10, 15, 18, 19, 20, 21, 22, 23, 27, 28, 29, 31, 37, 38, 39, 46, 65, 67, 68, 69, 72, 81, 127, 129, 168, 291, 292, 293, 298, 969",MDM GRACE TAN BEE SIM,MR LIN PEI,,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Pasir Ris Secondary School, 390, Tampines Street 21, Tampines, Northeast, 529400, Singapore",1.35470585,103.94852724495263
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),http://www.payalebarmethodistgirlspri.moe.edu.sg/,298  LORONG AH SOO,536741,62862795,na,62803915,na,PLMGPS@MOE.EDU.SG,"Kovan (NE13), Serangoon(NE12/CC13)","45, 53, 53M, 62, 113",MRS JOYCE ANG,MS GRACE TAY MENG HON,,,,,,HOUGANG,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Paya Lebar Methodist Girls' Primary School, 298, Lorong Ah Soo, Hougang, Northeast, 536741, Singapore",1.34993195,103.88492375591991
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),http://www.plmgss.moe.edu.sg,296  LOR AH SOO,536742,62816606,na,63820558,na,plmgss@moe.edu.sg,"KOVAN MRT, SERANGOON MRT","45, 53, 53M, 62, 113",MRS QUEK LI GEK,MDM TAN MAY LIN SELINA,,,,,,HOUGANG,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"Hougang, Northeast, 536742, Singapore",1.34993195,103.88566583311469
PEI CHUN PUBLIC SCHOOL,http://www.peichunpublic.moe.edu.sg,16   LORONG 7 TOA PAYOH,319320,63539450,na,63538418,na,PCPS@MOE.EDU.SG,Toa Payoh MRT Station and Braddell MRT Station,"Bus Service 232, 57",MR LIM MENG WEI,MISS ADELINE LEONG QINGHUA,MISS SNG WAN XIAN,,,,,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,"Pei Chun Public School, 16, Lorong 7 Toa Payoh, Toa Payoh, Central, 319320, Singapore",1.3370857,103.85567994909927
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,http://www.peihwapresbyterianpri.moe.edu.sg/,7    PEI WAH AVENUE,597610,64663787,64663797,64621944,na,phpps@moe.edu.sg,Beauty World,"970, 852, 174, 173, 157, 77, 61",MRS ELSIE POEY,MRS JACQUELINE HIEW,MDM YONG MING WOEI CHLOE,,,,,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,"Pei Hwa Presbyterian Primary School, 7, Pei Wah Avenue, Southwest, 597610, Singapore",1.3380993,103.77621882050181
